prompt,a,b,solution,carry_u,carry_d,completion,prediction,correct,bin
"3403+2544=5947
1179+2652=3831
1245+581=1826
4879+2044=",4879,2044,6923,True,True,"3403+2544=5947
1179+2652=3831
1245+581=1826
4879+2044=6923",6923,True,"[6900, 7000)"
"2052+620=2672
4886+3153=8039
3315+1485=4800
2844+4079=",2844,4079,6923,True,True,"2052+620=2672
4886+3153=8039
3315+1485=4800
2844+4079=6923",6923,True,"[6900, 7000)"
"4363+4266=8629
2632+3571=6203
793+305=1098
6480+444=",6480,444,6924,False,True,"4363+4266=8629
2632+3571=6203
793+305=1098
6480+444=6924",6924,True,"[6900, 7000)"
"1930+72=2002
2672+1743=4415
3532+3660=7192
2286+4638=",2286,4638,6924,True,True,"1930+72=2002
2672+1743=4415
3532+3660=7192
2286+4638=6924",6924,True,"[6900, 7000)"
"2179+4132=6311
2271+3067=5338
2147+1146=3293
287+6638=",287,6638,6925,True,True,"2179+4132=6311
2271+3067=5338
2147+1146=3293
287+6638=6925",6925,True,"[6900, 7000)"
"3959+3956=7915
3145+1607=4752
2419+2526=4945
2483+4442=",2483,4442,6925,False,True,"3959+3956=7915
3145+1607=4752
2419+2526=4945
2483+4442=6925",6925,True,"[6900, 7000)"
"2819+61=2880
1239+4946=6185
1967+4122=6089
1163+5763=",1163,5763,6926,False,True,"2819+61=2880
1239+4946=6185
1967+4122=6089
1163+5763=6926",6926,True,"[6900, 7000)"
"455+3430=3885
2095+3811=5906
2400+3108=5508
1388+5538=",1388,5538,6926,True,True,"455+3430=3885
2095+3811=5906
2400+3108=5508
1388+5538=6926",6926,True,"[6900, 7000)"
"2786+4928=7714
2111+1298=3409
3088+1255=4343
628+6299=",628,6299,6927,True,True,"2786+4928=7714
2111+1298=3409
3088+1255=4343
628+6299=6927",6927,True,"[6900, 7000)"
"3388+823=4211
3583+2268=5851
4508+3952=8460
6217+710=",6217,710,6927,False,False,"3388+823=4211
3583+2268=5851
4508+3952=8460
6217+710=6928",6928,False,"[6900, 7000)"
"923+1425=2348
1243+1034=2277
3888+2269=6157
955+5973=",955,5973,6928,False,True,"923+1425=2348
1243+1034=2277
3888+2269=6157
955+5973=6928",6928,True,"[6900, 7000)"
"2478+631=3109
1726+3612=5338
1190+1715=2905
1306+5622=",1306,5622,6928,False,False,"2478+631=3109
1726+3612=5338
1190+1715=2905
1306+5622=6928",6928,True,"[6900, 7000)"
"3294+1071=4365
4930+4649=9579
4467+2992=7459
2841+4088=",2841,4088,6929,False,True,"3294+1071=4365
4930+4649=9579
4467+2992=7459
2841+4088=6929",6929,True,"[6900, 7000)"
"1964+1784=3748
2733+3936=6669
2026+2839=4865
6046+883=",6046,883,6929,False,True,"1964+1784=3748
2733+3936=6669
2026+2839=4865
6046+883=6924",6924,False,"[6900, 7000)"
"2055+2595=4650
1699+2427=4126
3800+893=4693
69+6861=",69,6861,6930,True,True,"2055+2595=4650
1699+2427=4126
3800+893=4693
69+6861=7550",7550,False,"[6900, 7000)"
"2693+385=3078
26+4985=5011
1153+1733=2886
3773+3157=",3773,3157,6930,True,True,"2693+385=3078
26+4985=5011
1153+1733=2886
3773+3157=6930",6930,True,"[6900, 7000)"
"512+200=712
4749+1088=5837
1118+2476=3594
5246+1685=",5246,1685,6931,True,True,"512+200=712
4749+1088=5837
1118+2476=3594
5246+1685=6931",6931,True,"[6900, 7000)"
"1500+2714=4214
2838+3491=6329
2370+3687=6057
311+6620=",311,6620,6931,False,False,"1500+2714=4214
2838+3491=6329
2370+3687=6057
311+6620=6931",6931,True,"[6900, 7000)"
"1374+3277=4651
4874+1255=6129
2639+296=2935
5014+1918=",5014,1918,6932,True,False,"1374+3277=4651
4874+1255=6129
2639+296=2935
5014+1918=6932",6932,True,"[6900, 7000)"
"4190+84=4274
286+565=851
4732+4802=9534
3897+3035=",3897,3035,6932,True,True,"4190+84=4274
286+565=851
4732+4802=9534
3897+3035=6932",6932,True,"[6900, 7000)"
"3643+2004=5647
2908+4828=7736
104+804=908
4911+2022=",4911,2022,6933,False,False,"3643+2004=5647
2908+4828=7736
104+804=908
4911+2022=6933",6933,True,"[6900, 7000)"
"1137+2211=3348
3601+1858=5459
4958+465=5423
4180+2753=",4180,2753,6933,False,True,"1137+2211=3348
3601+1858=5459
4958+465=5423
4180+2753=6933",6933,True,"[6900, 7000)"
"2591+3893=6484
272+1344=1616
4083+2407=6490
2886+4048=",2886,4048,6934,True,True,"2591+3893=6484
272+1344=1616
4083+2407=6490
2886+4048=6934",6934,True,"[6900, 7000)"
"4100+1506=5606
3745+2103=5848
1611+4848=6459
3766+3168=",3766,3168,6934,True,True,"4100+1506=5606
3745+2103=5848
1611+4848=6459
3766+3168=6934",6934,True,"[6900, 7000)"
"2366+2043=4409
940+2569=3509
1687+1264=2951
4507+2428=",4507,2428,6935,True,False,"2366+2043=4409
940+2569=3509
1687+1264=2951
4507+2428=6935",6935,True,"[6900, 7000)"
"3177+922=4099
2369+522=2891
1347+3279=4626
2942+3993=",2942,3993,6935,False,True,"3177+922=4099
2369+522=2891
1347+3279=4626
2942+3993=6935",6935,True,"[6900, 7000)"
"3411+31=3442
3866+2193=6059
3782+4489=8271
2562+4374=",2562,4374,6936,False,True,"3411+31=3442
3866+2193=6059
3782+4489=8271
2562+4374=6936",6936,True,"[6900, 7000)"
"4696+2063=6759
4859+1656=6515
2929+409=3338
4036+2900=",4036,2900,6936,False,False,"4696+2063=6759
4859+1656=6515
2929+409=3338
4036+2900=6936",6936,True,"[6900, 7000)"
"4975+4990=9965
3457+1517=4974
624+4320=4944
6237+700=",6237,700,6937,False,False,"4975+4990=9965
3457+1517=4974
624+4320=4944
6237+700=6937",6937,True,"[6900, 7000)"
"3622+688=4310
100+3410=3510
660+269=929
4512+2425=",4512,2425,6937,False,False,"3622+688=4310
100+3410=3510
660+269=929
4512+2425=7037",7037,False,"[6900, 7000)"
"4577+2629=7206
3619+4129=7748
4898+2206=7104
1525+5413=",1525,5413,6938,False,False,"4577+2629=7206
3619+4129=7748
4898+2206=7104
1525+5413=7938",7938,False,"[6900, 7000)"
"4221+4849=9070
4298+2033=6331
684+3772=4456
2142+4796=",2142,4796,6938,False,True,"4221+4849=9070
4298+2033=6331
684+3772=4456
2142+4796=6938",6938,True,"[6900, 7000)"
"2077+4018=6095
1774+4017=5791
4860+2675=7535
6726+213=",6726,213,6939,False,False,"2077+4018=6095
1774+4017=5791
4860+2675=7535
6726+213=6939",6939,True,"[6900, 7000)"
"505+3977=4482
4598+3997=8595
1424+4824=6248
425+6514=",425,6514,6939,False,False,"505+3977=4482
4598+3997=8595
1424+4824=6248
425+6514=6939",6939,True,"[6900, 7000)"
"761+4540=5301
4566+140=4706
620+521=1141
160+6780=",160,6780,6940,False,True,"761+4540=5301
4566+140=4706
620+521=1141
160+6780=6940",6940,True,"[6900, 7000)"
"2812+896=3708
4328+1033=5361
2289+2868=5157
3454+3486=",3454,3486,6940,True,True,"2812+896=3708
4328+1033=5361
2289+2868=5157
3454+3486=6940",6940,True,"[6900, 7000)"
"4058+4553=8611
2107+473=2580
442+3618=4060
2652+4289=",2652,4289,6941,True,True,"4058+4553=8611
2107+473=2580
442+3618=4060
2652+4289=6941",6941,True,"[6900, 7000)"
"2132+2755=4887
4598+3672=8270
214+4882=5096
3631+3310=",3631,3310,6941,False,False,"2132+2755=4887
4598+3672=8270
214+4882=5096
3631+3310=6941",6941,True,"[6900, 7000)"
"3782+2247=6029
2604+3393=5997
3518+2174=5692
4913+2029=",4913,2029,6942,True,False,"3782+2247=6029
2604+3393=5997
3518+2174=5692
4913+2029=6942",6942,True,"[6900, 7000)"
"301+3372=3673
2414+3101=5515
4685+2150=6835
2055+4887=",2055,4887,6942,True,True,"301+3372=3673
2414+3101=5515
4685+2150=6835
2055+4887=6942",6942,True,"[6900, 7000)"
"2721+367=3088
3319+822=4141
4412+2626=7038
779+6164=",779,6164,6943,True,True,"2721+367=3088
3319+822=4141
4412+2626=7038
779+6164=6943",6943,True,"[6900, 7000)"
"3312+3893=7205
2454+3396=5850
4312+3903=8215
2477+4466=",2477,4466,6943,True,True,"3312+3893=7205
2454+3396=5850
4312+3903=8215
2477+4466=6943",6943,True,"[6900, 7000)"
"4646+810=5456
178+196=374
4455+3193=7648
762+6182=",762,6182,6944,False,True,"4646+810=5456
178+196=374
4455+3193=7648
762+6182=6944",6944,True,"[6900, 7000)"
"3552+2898=6450
454+3045=3499
270+702=972
5253+1691=",5253,1691,6944,False,True,"3552+2898=6450
454+3045=3499
270+702=972
5253+1691=6944",6944,True,"[6900, 7000)"
"4973+45=5018
1538+4434=5972
1647+4575=6222
1958+4987=",1958,4987,6945,True,True,"4973+45=5018
1538+4434=5972
1647+4575=6222
1958+4987=6945",6945,True,"[6900, 7000)"
"4306+4247=8553
3588+1969=5557
1563+1504=3067
1506+5439=",1506,5439,6945,True,False,"4306+4247=8553
3588+1969=5557
1563+1504=3067
1506+5439=6945",6945,True,"[6900, 7000)"
"4671+1106=5777
2328+1664=3992
897+8=905
4376+2570=",4376,2570,6946,False,True,"4671+1106=5777
2328+1664=3992
897+8=905
4376+2570=6946",6946,True,"[6900, 7000)"
"4712+4426=9138
4040+4327=8367
1176+3595=4771
4133+2813=",4133,2813,6946,False,False,"4712+4426=9138
4040+4327=8367
1176+3595=4771
4133+2813=6946",6946,True,"[6900, 7000)"
"2492+2514=5006
3447+1219=4666
4876+1148=6024
3056+3891=",3056,3891,6947,False,True,"2492+2514=5006
3447+1219=4666
4876+1148=6024
3056+3891=6947",6947,True,"[6900, 7000)"
"4389+1750=6139
4449+696=5145
1280+1275=2555
3196+3751=",3196,3751,6947,False,True,"4389+1750=6139
4449+696=5145
1280+1275=2555
3196+3751=6947",6947,True,"[6900, 7000)"
"2164+268=2432
2469+2004=4473
209+4534=4743
3201+3747=",3201,3747,6948,False,False,"2164+268=2432
2469+2004=4473
209+4534=4743
3201+3747=6948",6948,True,"[6900, 7000)"
"1186+3271=4457
4561+3486=8047
4254+1421=5675
5367+1581=",5367,1581,6948,False,True,"1186+3271=4457
4561+3486=8047
4254+1421=5675
5367+1581=6948",6948,True,"[6900, 7000)"
"1552+1957=3509
32+2851=2883
3322+4401=7723
87+6862=",87,6862,6949,False,True,"1552+1957=3509
32+2851=2883
3322+4401=7723
87+6862=7039",7039,False,"[6900, 7000)"
"1290+1879=3169
2588+3845=6433
782+750=1532
5014+1935=",5014,1935,6949,False,False,"1290+1879=3169
2588+3845=6433
782+750=1532
5014+1935=6949",6949,True,"[6900, 7000)"
"4976+692=5668
1139+250=1389
3342+100=3442
2131+4819=",2131,4819,6950,True,False,"4976+692=5668
1139+250=1389
3342+100=3442
2131+4819=7000",7000,False,"[6900, 7000)"
"651+3307=3958
1785+3115=4900
263+4900=5163
1702+5248=",1702,5248,6950,True,False,"651+3307=3958
1785+3115=4900
263+4900=5163
1702+5248=7050",7050,False,"[6900, 7000)"
"755+3567=4322
648+3599=4247
2419+4621=7040
5666+1285=",5666,1285,6951,True,True,"755+3567=4322
648+3599=4247
2419+4621=7040
5666+1285=6951",6951,True,"[6900, 7000)"
"4334+2217=6551
3795+3279=7074
4375+4917=9292
1720+5231=",1720,5231,6951,False,False,"4334+2217=6551
3795+3279=7074
4375+4917=9292
1720+5231=6951",6951,True,"[6900, 7000)"
"2709+4677=7386
3369+1652=5021
1818+946=2764
2096+4856=",2096,4856,6952,True,True,"2709+4677=7386
3369+1652=5021
1818+946=2764
2096+4856=7052",7052,False,"[6900, 7000)"
"52+3143=3195
4585+4323=8908
1749+669=2418
3069+3883=",3069,3883,6952,True,True,"52+3143=3195
4585+4323=8908
1749+669=2418
3069+3883=6952",6952,True,"[6900, 7000)"
"159+832=991
1340+2265=3605
1563+1826=3389
3345+3608=",3345,3608,6953,True,False,"159+832=991
1340+2265=3605
1563+1826=3389
3345+3608=6953",6953,True,"[6900, 7000)"
"4989+626=5615
241+4913=5154
3944+3887=7831
5883+1070=",5883,1070,6953,False,True,"4989+626=5615
241+4913=5154
3944+3887=7831
5883+1070=6953",6953,True,"[6900, 7000)"
"4966+4663=9629
4038+1649=5687
1744+472=2216
3322+3632=",3322,3632,6954,False,False,"4966+4663=9629
4038+1649=5687
1744+472=2216
3322+3632=7054",7054,False,"[6900, 7000)"
"4551+1953=6504
4254+3290=7544
3563+1170=4733
1377+5577=",1377,5577,6954,True,True,"4551+1953=6504
4254+3290=7544
3563+1170=4733
1377+5577=6954",6954,True,"[6900, 7000)"
"3127+3196=6323
1154+1679=2833
4962+2821=7783
4092+2863=",4092,2863,6955,False,True,"3127+3196=6323
1154+1679=2833
4962+2821=7783
4092+2863=6955",6955,True,"[6900, 7000)"
"2113+2491=4604
2359+2867=5226
320+3051=3371
2469+4486=",2469,4486,6955,True,True,"2113+2491=4604
2359+2867=5226
320+3051=3371
2469+4486=6955",6955,True,"[6900, 7000)"
"1483+3951=5434
2532+540=3072
4925+2295=7220
5253+1703=",5253,1703,6956,False,False,"1483+3951=5434
2532+540=3072
4925+2295=7220
5253+1703=6956",6956,True,"[6900, 7000)"
"22+3820=3842
4960+4498=9458
1160+2790=3950
5378+1578=",5378,1578,6956,True,True,"22+3820=3842
4960+4498=9458
1160+2790=3950
5378+1578=6956",6956,True,"[6900, 7000)"
"405+1486=1891
1109+4921=6030
1514+3958=5472
4192+2765=",4192,2765,6957,False,True,"405+1486=1891
1109+4921=6030
1514+3958=5472
4192+2765=6957",6957,True,"[6900, 7000)"
"571+846=1417
3039+377=3416
3715+2587=6302
6449+508=",6449,508,6957,True,False,"571+846=1417
3039+377=3416
3715+2587=6302
6449+508=6957",6957,True,"[6900, 7000)"
"1511+837=2348
4018+4872=8890
1162+4342=5504
5196+1762=",5196,1762,6958,False,True,"1511+837=2348
4018+4872=8890
1162+4342=5504
5196+1762=6958",6958,True,"[6900, 7000)"
"1541+3827=5368
695+4427=5122
589+3729=4318
5816+1142=",5816,1142,6958,False,False,"1541+3827=5368
695+4427=5122
589+3729=4318
5816+1142=6958",6958,True,"[6900, 7000)"
"3603+4876=8479
4151+4087=8238
2335+4281=6616
2882+4077=",2882,4077,6959,False,True,"3603+4876=8479
4151+4087=8238
2335+4281=6616
2882+4077=6969",6969,False,"[6900, 7000)"
"3650+1367=5017
2863+2229=5092
1519+3196=4715
1653+5306=",1653,5306,6959,False,False,"3650+1367=5017
2863+2229=5092
1519+3196=4715
1653+5306=6959",6959,True,"[6900, 7000)"
"2067+1673=3740
2048+2751=4799
715+4833=5548
6217+743=",6217,743,6960,True,False,"2067+1673=3740
2048+2751=4799
715+4833=5548
6217+743=6960",6960,True,"[6900, 7000)"
"4099+3821=7920
1942+1456=3398
4737+2772=7509
667+6293=",667,6293,6960,True,True,"4099+3821=7920
1942+1456=3398
4737+2772=7509
667+6293=6960",6960,True,"[6900, 7000)"
"3179+3454=6633
885+2491=3376
3428+4159=7587
507+6454=",507,6454,6961,True,False,"3179+3454=6633
885+2491=3376
3428+4159=7587
507+6454=7961",7961,False,"[6900, 7000)"
"235+2871=3106
3314+4193=7507
454+2764=3218
3265+3696=",3265,3696,6961,True,True,"235+2871=3106
3314+4193=7507
454+2764=3218
3265+3696=6961",6961,True,"[6900, 7000)"
"4747+4676=9423
4233+4956=9189
1788+103=1891
4781+2181=",4781,2181,6962,False,True,"4747+4676=9423
4233+4956=9189
1788+103=1891
4781+2181=6962",6962,True,"[6900, 7000)"
"4635+1481=6116
4002+2488=6490
622+3910=4532
3087+3875=",3087,3875,6962,True,True,"4635+1481=6116
4002+2488=6490
622+3910=4532
3087+3875=7062",7062,False,"[6900, 7000)"
"1693+818=2511
3425+582=4007
4344+3821=8165
4150+2813=",4150,2813,6963,False,False,"1693+818=2511
3425+582=4007
4344+3821=8165
4150+2813=6963",6963,True,"[6900, 7000)"
"3816+1152=4968
2653+1404=4057
3265+2838=6103
3068+3895=",3068,3895,6963,True,True,"3816+1152=4968
2653+1404=4057
3265+2838=6103
3068+3895=6963",6963,True,"[6900, 7000)"
"2076+1363=3439
3519+567=4086
1623+1369=2992
872+6092=",872,6092,6964,False,True,"2076+1363=3439
3519+567=4086
1623+1369=2992
872+6092=6964",6964,True,"[6900, 7000)"
"240+276=516
2713+2747=5460
2213+397=2610
6673+291=",6673,291,6964,False,True,"240+276=516
2713+2747=5460
2213+397=2610
6673+291=6964",6964,True,"[6900, 7000)"
"143+2542=2685
887+1534=2421
2948+4997=7945
2306+4659=",2306,4659,6965,True,False,"143+2542=2685
887+1534=2421
2948+4997=7945
2306+4659=7065",7065,False,"[6900, 7000)"
"1099+1827=2926
1584+3432=5016
244+4310=4554
1898+5067=",1898,5067,6965,True,True,"1099+1827=2926
1584+3432=5016
244+4310=4554
1898+5067=6965",6965,True,"[6900, 7000)"
"3451+3333=6784
975+1776=2751
646+2384=3030
4725+2241=",4725,2241,6966,False,False,"3451+3333=6784
975+1776=2751
646+2384=3030
4725+2241=7066",7066,False,"[6900, 7000)"
"4294+4817=9111
1997+1717=3714
997+4809=5806
340+6626=",340,6626,6966,False,False,"4294+4817=9111
1997+1717=3714
997+4809=5806
340+6626=7066",7066,False,"[6900, 7000)"
"4371+388=4759
371+280=651
3972+3562=7534
104+6863=",104,6863,6967,False,False,"4371+388=4759
371+280=651
3972+3562=7534
104+6863=6967",6967,True,"[6900, 7000)"
"123+3839=3962
402+4267=4669
164+4976=5140
1895+5072=",1895,5072,6967,False,True,"123+3839=3962
402+4267=4669
164+4976=5140
1895+5072=6967",6967,True,"[6900, 7000)"
"2572+2546=5118
3632+1046=4678
1296+698=1994
2089+4879=",2089,4879,6968,True,True,"2572+2546=5118
3632+1046=4678
1296+698=1994
2089+4879=7068",7068,False,"[6900, 7000)"
"2515+4510=7025
2597+3916=6513
3323+120=3443
4335+2633=",4335,2633,6968,False,False,"2515+4510=7025
2597+3916=6513
3323+120=3443
4335+2633=6968",6968,True,"[6900, 7000)"
"2645+4088=6733
2146+2792=4938
3271+2968=6239
2398+4571=",2398,4571,6969,False,True,"2645+4088=6733
2146+2792=4938
3271+2968=6239
2398+4571=6969",6969,True,"[6900, 7000)"
"3032+982=4014
2229+3390=5619
1882+4452=6334
2734+4235=",2734,4235,6969,False,False,"3032+982=4014
2229+3390=5619
1882+4452=6334
2734+4235=6969",6969,True,"[6900, 7000)"
"1512+4141=5653
3013+3826=6839
1223+1186=2409
6154+816=",6154,816,6970,True,False,"1512+4141=5653
3013+3826=6839
1223+1186=2409
6154+816=6970",6970,True,"[6900, 7000)"
"4444+2063=6507
3660+967=4627
66+636=702
4906+2064=",4906,2064,6970,True,False,"4444+2063=6507
3660+967=4627
66+636=702
4906+2064=7070",7070,False,"[6900, 7000)"
"2082+4631=6713
4140+4414=8554
2015+1866=3881
5067+1904=",5067,1904,6971,True,False,"2082+4631=6713
4140+4414=8554
2015+1866=3881
5067+1904=6971",6971,True,"[6900, 7000)"
"1945+4481=6426
4199+1649=5848
317+1313=1630
142+6829=",142,6829,6971,True,False,"1945+4481=6426
4199+1649=5848
317+1313=1630
142+6829=7071",7071,False,"[6900, 7000)"
"1714+1967=3681
2600+3066=5666
3345+3142=6487
456+6516=",456,6516,6972,True,False,"1714+1967=3681
2600+3066=5666
3345+3142=6487
456+6516=7072",7072,False,"[6900, 7000)"
"3370+1234=4604
1401+1822=3223
378+3044=3422
4345+2627=",4345,2627,6972,True,False,"3370+1234=4604
1401+1822=3223
378+3044=3422
4345+2627=6972",6972,True,"[6900, 7000)"
"156+121=277
1323+3491=4814
2933+3639=6572
6817+156=",6817,156,6973,True,False,"156+121=277
1323+3491=4814
2933+3639=6572
6817+156=6973",6973,True,"[6900, 7000)"
"4374+118=4492
1090+3551=4641
4210+4342=8552
6124+849=",6124,849,6973,True,False,"4374+118=4492
1090+3551=4641
4210+4342=8552
6124+849=6208",6208,False,"[6900, 7000)"
"1542+4173=5715
929+4598=5527
3065+832=3897
1502+5472=",1502,5472,6974,False,False,"1542+4173=5715
929+4598=5527
3065+832=3897
1502+5472=7000",7000,False,"[6900, 7000)"
"4295+2268=6563
2907+3388=6295
751+2366=3117
6045+929=",6045,929,6974,True,False,"4295+2268=6563
2907+3388=6295
751+2366=3117
6045+929=6974",6974,True,"[6900, 7000)"
"3818+4407=8225
3924+1249=5173
4056+1515=5571
2763+4212=",2763,4212,6975,False,False,"3818+4407=8225
3924+1249=5173
4056+1515=5571
2763+4212=6975",6975,True,"[6900, 7000)"
"4396+2906=7302
481+4603=5084
1589+2402=3991
6100+875=",6100,875,6975,False,False,"4396+2906=7302
481+4603=5084
1589+2402=3991
6100+875=6975",6975,True,"[6900, 7000)"
"3485+1723=5208
3745+3828=7573
1607+160=1767
1085+5891=",1085,5891,6976,False,True,"3485+1723=5208
3745+3828=7573
1607+160=1767
1085+5891=6976",6976,True,"[6900, 7000)"
"1118+2435=3553
2696+4555=7251
854+1700=2554
209+6767=",209,6767,6976,True,False,"1118+2435=3553
2696+4555=7251
854+1700=2554
209+6767=6986",6986,False,"[6900, 7000)"
"1002+3865=4867
839+4825=5664
451+1652=2103
2431+4546=",2431,4546,6977,False,False,"1002+3865=4867
839+4825=5664
451+1652=2103
2431+4546=7000",7000,False,"[6900, 7000)"
"4692+793=5485
94+1388=1482
1481+3116=4597
1125+5852=",1125,5852,6977,False,False,"4692+793=5485
94+1388=1482
1481+3116=4597
1125+5852=6977",6977,True,"[6900, 7000)"
"3151+1841=4992
3981+4017=7998
2356+403=2759
2135+4843=",2135,4843,6978,False,False,"3151+1841=4992
3981+4017=7998
2356+403=2759
2135+4843=7978",7978,False,"[6900, 7000)"
"124+1932=2056
2410+518=2928
432+3815=4247
4329+2649=",4329,2649,6978,True,False,"124+1932=2056
2410+518=2928
432+3815=4247
4329+2649=6978",6978,True,"[6900, 7000)"
"345+3691=4036
1025+2320=3345
3313+4782=8095
5467+1512=",5467,1512,6979,False,False,"345+3691=4036
1025+2320=3345
3313+4782=8095
5467+1512=6979",6979,True,"[6900, 7000)"
"3697+132=3829
2513+4097=6610
3828+378=4206
3223+3756=",3223,3756,6979,False,False,"3697+132=3829
2513+4097=6610
3828+378=4206
3223+3756=7000",7000,False,"[6900, 7000)"
"2365+4790=7155
537+1621=2158
2256+2974=5230
2390+4590=",2390,4590,6980,False,True,"2365+4790=7155
537+1621=2158
2256+2974=5230
2390+4590=7080",7080,False,"[6900, 7000)"
"312+4845=5157
1360+908=2268
2495+1184=3679
2694+4286=",2694,4286,6980,True,True,"312+4845=5157
1360+908=2268
2495+1184=3679
2694+4286=6980",6980,True,"[6900, 7000)"
"4031+605=4636
516+2692=3208
3180+1442=4622
2614+4367=",2614,4367,6981,True,False,"4031+605=4636
516+2692=3208
3180+1442=4622
2614+4367=7001",7001,False,"[6900, 7000)"
"541+3864=4405
3711+4145=7856
2792+546=3338
3806+3175=",3806,3175,6981,True,False,"541+3864=4405
3711+4145=7856
2792+546=3338
3806+3175=6981",6981,True,"[6900, 7000)"
"1021+683=1704
2460+2675=5135
2902+4619=7521
2579+4403=",2579,4403,6982,True,False,"1021+683=1704
2460+2675=5135
2902+4619=7521
2579+4403=6982",6982,True,"[6900, 7000)"
"3339+2376=5715
683+4718=5401
4029+2746=6775
2924+4058=",2924,4058,6982,True,False,"3339+2376=5715
683+4718=5401
4029+2746=6775
2924+4058=6982",6982,True,"[6900, 7000)"
"793+3071=3864
3464+1449=4913
3395+3798=7193
4450+2533=",4450,2533,6983,False,False,"793+3071=3864
3464+1449=4913
3395+3798=7193
4450+2533=6983",6983,True,"[6900, 7000)"
"3364+1250=4614
2915+3608=6523
3946+1312=5258
291+6692=",291,6692,6983,False,True,"3364+1250=4614
2915+3608=6523
3946+1312=5258
291+6692=6983",6983,True,"[6900, 7000)"
"1172+4273=5445
1581+231=1812
3177+3819=6996
1202+5782=",1202,5782,6984,False,False,"1172+4273=5445
1581+231=1812
3177+3819=6996
1202+5782=6984",6984,True,"[6900, 7000)"
"2062+4170=6232
1857+2983=4840
2313+439=2752
6644+340=",6644,340,6984,False,False,"2062+4170=6232
1857+2983=4840
2313+439=2752
6644+340=6984",6984,True,"[6900, 7000)"
"3708+4457=8165
4889+4565=9454
2848+2563=5411
5034+1951=",5034,1951,6985,False,False,"3708+4457=8165
4889+4565=9454
2848+2563=5411
5034+1951=6985",6985,True,"[6900, 7000)"
"2788+4326=7114
1140+4158=5298
3753+164=3917
2164+4821=",2164,4821,6985,False,False,"2788+4326=7114
1140+4158=5298
3753+164=3917
2164+4821=7985",7985,False,"[6900, 7000)"
"2787+3801=6588
1116+1662=2778
3374+356=3730
3970+3016=",3970,3016,6986,False,False,"2787+3801=6588
1116+1662=2778
3374+356=3730
3970+3016=6986",6986,True,"[6900, 7000)"
